id_venda,id_produto,id_cliente,id_regiao,data,quantidade,valor_total
5730,14,829,2,2023-06-16,3,276.87
5731,9,279,2,2024-01-21,2,197.3
5732,87,439,3,2024-11-03,1,78.94
5733,93,512,5,2024-02-09,1,100.91
5734,85,496,1,2023-01-06,1,70.1
5735,7,531,1,2024-01-23,1,73.47
5736,7,145,3,2024-07-23,1,73.47
5737,2,996,3,2024-06-02,1,39.06
5738,33,890,1,2023-09-16,1,68.43
5739,22,902,5,2024-04-16,1,64.55
5740,96,395,3,2024-07-31,1,95.83
5741,5,296,3,2024-11-12,2,224.22
5742,5,60,4,2023-05-08,1,112.11
5743,60,451,2,2023-06-15,2,124.72
5744,68,140,2,2024-07-02,5,269.0
5745,56,45,3,2023-01-31,1,85.52
5746,9,340,2,2024-07-28,1,98.65
5747,1,737,3,2024-11-03,1,18.87
5748,17,512,5,2024-01-23,4,181.92
5749,8,642,3,2023-07-24,5,215.0
5750,46,863,3,2023-01-04,1,38.35
5751,91,867,3,2024-10-06,1,81.85
5752,38,896,4,2024-12-01,2,277.84
5753,86,756,4,2023-11-28,1,39.91
5754,4,442,2,2024-07-03,2,61.78
5755,3,737,3,2024-11-09,2,118.14
5756,26,473,5,2023-05-20,1,59.89
5757,6,926,1,2023-02-28,1,44.8
5758,57,359,4,2024-06-24,1,69.77
5759,79,542,3,2024-09-20,1,76.57
5760,45,787,4,2024-03-02,1,50.07
5761,77,306,3,2024-08-16,2,86.16
5762,81,201,4,2024-02-05,3,102.78
5763,54,703,2,2024-08-23,3,68.34
5764,73,543,2,2023-05-19,1,35.61
5765,39,522,4,2023-10-30,2,181.94
5766,83,992,3,2024-10-30,1,53.01
5767,53,761,1,2023-04-06,1,56.17
5768,100,53,3,2024-02-25,1,116.51
5769,49,462,1,2024-01-06,1,105.71
5770,44,502,5,2023-04-29,2,168.7
5771,12,241,5,2023-09-06,1,76.46
5772,49,358,2,2023-09-20,1,105.71
5773,46,255,5,2023-07-08,1,38.35
5774,68,739,3,2024-04-10,1,53.8
5775,29,320,5,2024-12-30,1,66.49
5776,69,283,3,2023-11-05,1,51.54
5777,51,307,4,2023-12-12,1,19.62
5778,42,108,1,2024-02-16,1,67.93
5779,75,992,3,2024-11-30,2,126.06
5780,4,689,5,2023-05-19,1,30.89
5781,58,628,1,2023-12-05,1,102.1
5782,92,17,1,2024-03-24,1,61.57
5783,81,909,3,2024-11-20,1,34.26
5784,38,566,5,2023-06-13,1,138.92
5785,2,278,4,2023-11-24,1,39.06
5786,18,24,3,2023-06-18,2,107.78
5787,54,210,5,2024-07-13,1,22.78
5788,20,109,5,2023-04-18,2,157.42
5789,33,438,2,2023-04-10,5,342.15
5790,9,580,4,2023-09-18,1,98.65
5791,41,26,2,2023-04-25,1,7.74
5792,97,232,1,2023-10-14,1,60.8
5793,57,285,1,2024-12-15,4,279.08
5794,59,655,3,2024-11-20,2,110.42
5795,5,748,2,2024-03-24,1,112.11
5796,39,760,1,2023-11-26,2,181.94
5797,80,569,3,2024-02-28,1,19.16
5798,73,269,1,2024-10-14,4,142.44
5799,21,297,1,2024-09-26,4,351.68
5800,17,729,4,2024-07-14,1,45.48
5801,43,970,5,2024-02-28,1,16.45
5802,65,392,2,2024-01-20,1,39.87
5803,7,348,1,2023-05-16,1,73.47
5804,1,774,2,2023-05-20,2,37.74
5805,17,789,1,2024-01-14,1,45.48
5806,27,550,2,2023-01-26,1,28.59
5807,93,29,5,2024-10-20,1,100.91
5808,3,622,5,2023-08-09,5,295.35
5809,74,884,3,2023-06-12,1,46.78
5810,21,823,3,2024-11-02,1,87.92
5811,43,464,1,2023-07-24,1,16.45
5812,23,646,5,2023-11-15,5,157.25
5813,92,948,4,2023-12-12,2,123.14
5814,88,27,4,2024-02-03,1,59.23
5815,70,785,3,2023-07-24,1,106.18
5816,52,293,5,2023-05-23,1,106.68
5817,78,324,1,2024-03-24,1,98.14
5818,64,995,2,2024-06-12,1,56.95
5819,52,276,2,2024-07-15,3,320.04
5820,36,771,5,2023-07-15,1,59.88
5821,13,682,3,2024-05-24,2,100.46
5822,23,524,2,2024-04-22,1,31.45
5823,6,623,3,2023-02-05,1,44.8
5824,10,785,3,2024-10-15,1,98.55
5825,89,508,4,2024-05-03,1,87.28
5826,80,462,1,2023-07-18,1,19.16
5827,96,108,1,2023-12-23,1,95.83
5828,91,686,3,2023-10-17,1,81.85
5829,2,170,4,2024-12-20,1,39.06
5830,23,552,5,2023-03-09,1,31.45
5831,1,908,1,2023-11-11,5,94.35
5832,28,910,2,2023-07-31,1,64.81
5833,11,683,4,2024-03-27,2,147.42
5834,70,379,1,2024-06-06,1,106.18
5835,58,443,5,2023-07-14,2,204.2
5836,71,154,2,2023-06-17,1,73.15
5837,50,975,2,2024-01-05,2,95.98
5838,17,623,3,2023-03-19,1,45.48
5839,87,941,4,2024-01-25,1,78.94
5840,34,543,2,2024-09-27,1,109.05
5841,66,755,3,2023-06-16,1,47.46
5842,13,821,4,2024-03-14,1,50.23
5843,47,339,3,2024-05-26,1,70.27
5844,6,578,3,2023-10-17,1,44.8
5845,78,941,4,2024-05-28,2,196.28
5846,12,567,5,2023-10-21,1,76.46
5847,81,90,4,2023-11-18,1,34.26
5848,28,186,5,2023-01-25,1,64.81
5849,55,492,4,2023-02-05,1,97.29
5850,49,915,1,2023-03-02,1,105.71
5851,12,833,2,2024-02-20,1,76.46
5852,14,178,1,2023-03-17,3,276.87
5853,5,675,3,2023-06-29,2,224.22
5854,78,219,5,2024-08-17,2,196.28
5855,54,470,1,2024-12-01,1,22.78
5856,1,457,5,2023-09-10,2,37.74
5857,76,447,5,2024-01-12,1,80.22
5858,88,622,5,2023-12-30,1,59.23
5859,60,247,5,2023-07-16,1,62.36
5860,56,577,4,2023-04-22,1,85.52
5861,50,378,2,2024-07-09,1,47.99
5862,98,892,3,2023-11-23,1,31.45
5863,51,400,2,2023-09-11,1,19.62
5864,29,538,3,2023-06-10,1,66.49
5865,18,388,5,2023-07-13,1,53.89
5866,63,171,5,2024-11-08,1,45.44
5867,46,102,4,2024-10-26,1,38.35
5868,27,499,5,2024-09-11,1,28.59
5869,16,10,1,2023-02-06,2,111.16
5870,48,646,5,2024-12-30,1,83.19
5871,13,768,4,2024-09-21,1,50.23
5872,4,858,5,2023-06-29,1,30.89
5873,2,977,3,2024-08-18,1,39.06
5874,52,369,2,2024-03-22,2,213.36
5875,85,637,5,2024-09-23,1,70.1
5876,27,188,1,2024-11-16,1,28.59
5877,48,648,4,2023-04-09,2,166.38
5878,5,422,3,2024-09-05,1,112.11
5879,13,733,2,2024-07-14,1,50.23
5880,20,130,3,2023-05-29,1,78.71
5881,68,915,1,2023-02-08,1,53.8
5882,59,586,5,2024-06-30,1,55.21
5883,75,715,2,2023-10-30,1,63.03
5884,98,6,2,2024-05-10,5,157.25
5885,53,70,3,2024-02-27,1,56.17
5886,63,49,1,2023-01-19,1,45.44
5887,33,239,4,2024-08-18,1,68.43
5888,45,48,5,2024-05-16,2,100.14
5889,10,77,2,2024-04-09,2,197.1
5890,88,460,2,2023-11-27,1,59.23
5891,24,197,2,2023-09-10,1,92.43
5892,18,492,4,2024-02-28,1,53.89
5893,41,370,2,2023-06-21,1,7.74
5894,9,935,4,2023-11-23,1,98.65
5895,59,427,1,2023-08-13,1,55.21
5896,65,61,1,2023-01-06,1,39.87
5897,56,924,3,2024-08-27,2,171.04
5898,84,729,4,2024-03-23,1,95.87
5899,70,67,5,2024-07-17,3,318.54
5900,40,1,3,2023-12-11,1,39.15
5901,70,308,4,2024-09-06,1,106.18
5902,71,553,2,2023-03-05,1,73.15
5903,79,900,3,2023-05-16,1,76.57
5904,35,706,3,2024-06-02,1,50.16
5905,55,41,3,2023-08-06,1,97.29
5906,12,24,3,2023-09-02,1,76.46
5907,27,137,1,2023-05-11,1,28.59
5908,39,640,1,2024-10-15,2,181.94
5909,94,215,5,2023-08-06,1,86.5
5910,83,821,4,2024-11-28,1,53.01
5911,43,20,5,2024-10-31,1,16.45
5912,51,519,4,2024-07-23,3,58.86
5913,60,471,2,2024-04-24,1,62.36
5914,31,796,4,2023-07-04,1,53.45
5915,87,16,3,2023-05-18,1,78.94
5916,54,274,1,2024-05-30,1,22.78
5917,55,451,2,2024-11-23,5,486.45
5918,61,849,1,2023-07-05,1,38.58
5919,85,946,1,2023-04-08,1,70.1
5920,17,252,1,2024-03-09,1,45.48
5921,100,554,4,2024-03-15,1,116.51
5922,39,515,1,2023-04-18,4,363.88
5923,66,239,4,2024-01-02,1,47.46
5924,20,314,4,2024-12-18,1,78.71
5925,93,52,3,2024-08-15,1,100.91
5926,52,203,2,2024-04-06,1,106.68
5927,73,301,4,2023-08-27,2,71.22
5928,34,181,3,2023-09-18,1,109.05
5929,47,891,2,2023-07-13,1,70.27
5930,87,451,2,2024-06-15,2,157.88
5931,100,696,3,2023-02-03,1,116.51
5932,36,843,1,2023-05-28,1,59.88
5933,16,372,4,2024-04-25,1,55.58
5934,83,282,4,2024-04-12,5,265.05
5935,16,97,5,2024-10-27,1,55.58
5936,54,240,2,2024-08-15,1,22.78
5937,83,582,3,2023-07-07,1,53.01
5938,83,422,3,2023-12-08,1,53.01
5939,17,795,2,2023-12-24,1,45.48
5940,46,233,1,2024-09-27,1,38.35
5941,3,719,1,2024-01-05,1,59.07
5942,26,223,5,2024-09-11,1,59.89
5943,68,253,1,2023-12-04,1,53.8
5944,70,661,5,2023-03-09,2,212.36
5945,49,395,3,2024-05-02,4,422.84
5946,32,936,4,2023-12-19,1,69.75
5947,13,64,5,2023-01-03,1,50.23
5948,17,918,2,2024-02-11,1,45.48
5949,83,38,2,2024-02-24,1,53.01
5950,93,445,5,2024-07-28,2,201.82
5951,20,302,1,2024-06-13,1,78.71
5952,43,235,2,2023-11-17,1,16.45
5953,85,466,5,2023-05-23,2,140.2
5954,10,178,1,2023-09-02,1,98.55
5955,18,16,3,2024-08-05,1,53.89
5956,73,572,3,2024-05-12,1,35.61
5957,2,610,5,2023-12-28,1,39.06
5958,82,257,2,2023-10-29,1,55.78
5959,92,469,2,2024-04-13,2,123.14
5960,7,177,5,2024-08-17,2,146.94
5961,44,108,1,2024-06-09,1,84.35
5962,29,859,1,2023-02-27,3,199.47
5963,41,16,3,2023-09-25,1,7.74
5964,13,532,1,2023-11-24,2,100.46
5965,34,267,2,2023-06-10,1,109.05
5966,39,581,3,2024-12-03,2,181.94
5967,95,48,5,2023-08-03,2,106.12
5968,64,861,4,2024-08-30,1,56.95
5969,23,352,1,2024-07-20,3,94.35
5970,75,494,1,2023-09-11,2,126.06
5971,29,921,4,2023-07-30,2,132.98
5972,52,552,5,2024-11-09,1,106.68
5973,75,439,3,2024-08-18,2,126.06
5974,88,475,5,2024-01-28,2,118.46
5975,64,292,4,2024-01-13,1,56.95
5976,68,452,2,2024-04-26,3,161.4
5977,85,595,4,2023-08-29,1,70.1
5978,39,979,1,2024-01-23,1,90.97
5979,39,95,2,2023-05-11,1,90.97
5980,35,299,4,2023-01-18,1,50.16
5981,25,361,2,2024-05-31,1,44.76
5982,30,387,3,2024-06-01,1,15.29
5983,36,287,3,2023-10-09,4,239.52
5984,97,343,3,2023-06-17,1,60.8
5985,38,106,4,2023-05-14,1,138.92
5986,80,136,4,2024-01-15,1,19.16
5987,72,540,1,2024-06-07,1,77.61
5988,75,86,5,2024-05-05,3,189.09
5989,85,508,4,2024-06-19,1,70.1
5990,50,740,2,2024-04-20,2,95.98
5991,41,888,2,2024-06-13,1,7.74
5992,63,934,1,2024-06-02,1,45.44
5993,28,336,1,2024-10-25,1,64.81
5994,97,165,5,2023-07-03,1,60.8
5995,15,942,2,2023-06-13,1,39.48
5996,90,65,1,2023-09-14,1,72.41
5997,14,138,3,2023-06-21,1,92.29
5998,73,752,2,2023-06-24,2,71.22
5999,26,588,2,2023-10-26,1,59.89
6000,19,323,2,2024-01-23,1,45.74
6001,20,625,4,2023-12-26,1,78.71
6002,14,958,1,2023-08-11,1,92.29
6003,20,599,3,2023-04-15,2,157.42
6004,50,908,1,2024-06-16,1,47.99
6005,82,736,5,2023-02-20,1,55.78
6006,47,95,2,2023-03-20,4,281.08
6007,31,944,3,2024-04-20,1,53.45
6008,47,346,3,2024-08-17,1,70.27
6009,53,605,4,2023-12-27,1,56.17
6010,4,649,2,2023-02-09,1,30.89
6011,27,48,5,2023-06-28,2,57.18
6012,30,967,2,2024-01-05,2,30.58
6013,53,173,1,2023-03-24,4,224.68
6014,14,111,5,2024-05-17,1,92.29
6015,21,361,2,2023-05-01,1,87.92
6016,80,657,5,2023-03-08,2,38.32
6017,28,595,4,2024-09-22,1,64.81
6018,75,587,3,2023-02-28,1,63.03
6019,36,975,2,2023-06-27,1,59.88
6020,56,985,2,2023-06-10,1,85.52
6021,44,640,1,2024-02-16,1,84.35
6022,42,527,4,2023-12-18,2,135.86
6023,24,175,1,2024-05-17,2,184.86
6024,78,49,1,2024-11-23,1,98.14
6025,100,390,5,2023-12-08,1,116.51
6026,16,440,3,2024-09-21,1,55.58
6027,48,210,5,2023-03-03,2,166.38
6028,42,825,3,2024-12-22,1,67.93
6029,70,5,2,2024-03-16,1,106.18
6030,44,951,1,2024-01-13,1,84.35
6031,68,15,2,2024-03-27,1,53.8
6032,94,130,3,2024-09-17,1,86.5
6033,5,944,3,2024-08-19,2,224.22
6034,56,205,2,2023-10-02,1,85.52
6035,76,724,1,2023-10-29,1,80.22
6036,31,547,3,2024-10-18,1,53.45
6037,67,935,4,2024-12-17,1,74.97
6038,84,232,1,2023-03-08,2,191.74
6039,69,891,2,2024-06-03,1,51.54
6040,74,319,3,2023-12-30,2,93.56
6041,96,715,2,2023-02-26,1,95.83
6042,15,780,5,2024-09-24,1,39.48
6043,35,811,3,2024-07-26,1,50.16
6044,24,616,1,2023-02-28,1,92.43
6045,39,868,1,2023-05-18,1,90.97
6046,27,130,3,2023-03-05,2,57.18
6047,75,636,2,2024-04-06,1,63.03
6048,54,63,5,2023-12-20,1,22.78
6049,53,49,1,2024-09-09,2,112.34
6050,19,8,3,2023-10-11,3,137.22
6051,44,938,2,2023-03-26,1,84.35
6052,43,938,2,2024-02-21,3,49.35
6053,79,648,4,2024-06-08,1,76.57
6054,12,447,5,2023-11-30,1,76.46
6055,38,994,4,2024-02-25,2,277.84
6056,25,103,4,2023-10-17,1,44.76
6057,61,524,2,2023-06-27,1,38.58
6058,22,323,2,2023-08-29,1,64.55
6059,34,992,3,2023-04-17,2,218.1
6060,24,452,2,2024-12-19,2,184.86
6061,100,422,3,2024-10-01,1,116.51
6062,66,768,4,2024-10-16,1,47.46
6063,60,360,2,2023-03-18,1,62.36
6064,55,241,5,2024-11-23,1,97.29
6065,2,281,1,2024-07-02,1,39.06
6066,3,918,2,2023-10-24,2,118.14
6067,46,449,5,2023-12-15,1,38.35
6068,47,278,4,2023-01-06,1,70.27
6069,98,416,4,2024-08-19,1,31.45
6070,60,734,1,2023-06-14,1,62.36
6071,27,236,5,2024-03-30,3,85.77
6072,31,881,3,2024-05-23,1,53.45
6073,63,109,5,2024-12-04,1,45.44
6074,61,239,4,2023-09-24,1,38.58
6075,81,114,1,2023-07-26,1,34.26
6076,73,923,1,2023-03-15,1,35.61
6077,47,436,5,2024-10-02,1,70.27
6078,74,43,1,2024-06-19,1,46.78
6079,46,201,4,2024-01-01,1,38.35
6080,93,673,3,2023-02-09,1,100.91
6081,72,2,4,2023-09-19,1,77.61
6082,14,149,3,2024-10-07,4,369.16
6083,52,323,2,2024-04-10,1,106.68
6084,11,620,2,2024-10-20,1,73.71
6085,77,888,2,2023-02-15,1,43.08
6086,42,46,5,2023-12-02,1,67.93
6087,46,889,5,2024-03-22,2,76.7
6088,62,102,4,2024-12-08,1,121.82
6089,29,129,3,2024-02-14,1,66.49
6090,59,312,2,2023-12-18,1,55.21
6091,86,43,1,2024-03-01,1,39.91
6092,47,679,5,2023-08-15,2,140.54
6093,54,556,5,2023-06-29,1,22.78
6094,60,856,2,2023-11-24,1,62.36
6095,53,732,3,2023-02-11,1,56.17
6096,95,670,5,2023-01-27,2,106.12
6097,10,249,2,2023-09-17,1,98.55
6098,73,792,4,2023-11-12,2,71.22
6099,67,854,3,2023-03-29,1,74.97
6100,57,728,1,2023-03-01,2,139.54
6101,18,290,2,2023-08-15,1,53.89
6102,99,847,5,2024-06-27,1,127.7
6103,84,785,3,2024-02-21,1,95.87
6104,20,39,2,2024-03-31,2,157.42
6105,92,337,2,2023-02-05,1,61.57
6106,71,802,2,2024-10-21,1,73.15
6107,64,695,2,2024-09-13,1,56.95
6108,56,205,2,2024-08-23,1,85.52
6109,20,202,2,2024-11-26,1,78.71
6110,56,32,4,2023-05-09,3,256.56
6111,25,953,1,2023-03-09,4,179.04
6112,33,202,2,2023-12-23,1,68.43
6113,54,524,2,2024-02-11,3,68.34
6114,29,468,5,2024-06-06,1,66.49
6115,60,397,4,2024-11-05,1,62.36
6116,79,917,5,2023-03-02,1,76.57
6117,13,396,1,2023-12-09,1,50.23
6118,63,527,4,2023-11-16,5,227.2
6119,98,298,3,2024-06-02,1,31.45
6120,81,619,1,2023-10-10,1,34.26
6121,96,78,5,2023-12-01,1,95.83
6122,30,496,1,2023-02-20,1,15.29
6123,10,792,4,2024-06-13,1,98.55
6124,39,782,3,2023-08-30,5,454.85
6125,4,753,3,2023-04-05,2,61.78
6126,67,424,4,2023-03-26,2,149.94
6127,21,71,4,2024-12-11,1,87.92
6128,62,610,5,2023-06-03,1,121.82
6129,86,572,3,2024-10-16,1,39.91
6130,86,213,4,2023-10-07,1,39.91
6131,18,516,2,2024-09-30,1,53.89
6132,92,863,3,2023-06-19,2,123.14
6133,26,755,3,2023-06-12,1,59.89
6134,18,299,4,2023-12-06,1,53.89
6135,66,512,5,2023-03-26,1,47.46
6136,20,583,3,2024-04-02,1,78.71
6137,33,897,2,2024-08-24,1,68.43
6138,6,581,3,2023-12-08,3,134.4
6139,51,982,4,2023-12-26,1,19.62
6140,39,162,2,2023-06-17,2,181.94
6141,100,741,3,2023-03-20,1,116.51
6142,41,120,2,2023-07-23,1,7.74
6143,40,689,5,2023-03-16,1,39.15
6144,65,105,2,2024-06-11,2,79.74
6145,70,238,5,2023-08-10,2,212.36
6146,98,101,1,2024-02-17,1,31.45
6147,69,257,2,2024-09-17,1,51.54
6148,27,988,3,2024-05-08,1,28.59
6149,11,724,1,2023-07-15,1,73.71
6150,17,500,5,2023-09-05,3,136.44
6151,86,451,2,2024-06-14,1,39.91
6152,59,351,2,2023-10-15,1,55.21
6153,54,685,3,2023-11-01,1,22.78
6154,30,461,3,2023-11-28,1,15.29
6155,39,433,3,2024-03-18,1,90.97
6156,49,642,3,2024-01-21,1,105.71
6157,32,817,5,2023-01-03,2,139.5
6158,9,43,1,2024-01-13,1,98.65
6159,79,469,2,2023-01-14,1,76.57
6160,3,772,2,2023-08-29,2,118.14
6161,26,678,2,2023-05-26,1,59.89
6162,97,177,5,2024-04-17,1,60.8
6163,83,752,2,2023-04-30,1,53.01
6164,40,211,4,2023-07-17,1,39.15
6165,61,635,1,2024-07-02,1,38.58
6166,3,797,3,2024-05-28,1,59.07
6167,63,521,5,2024-02-12,1,45.44
6168,83,718,1,2024-11-19,5,265.05
6169,94,387,3,2024-12-28,1,86.5
6170,10,120,2,2023-11-17,1,98.55
6171,11,211,4,2023-09-23,1,73.71
6172,86,718,1,2024-11-22,1,39.91
6173,74,220,2,2023-12-03,1,46.78
6174,72,226,2,2023-06-18,2,155.22
6175,93,244,2,2023-06-29,1,100.91
6176,80,24,3,2024-05-01,1,19.16
6177,80,300,2,2023-11-14,1,19.16
6178,63,774,2,2023-10-31,1,45.44
6179,30,182,2,2024-06-24,1,15.29
6180,24,682,3,2024-06-09,1,92.43
6181,61,516,2,2024-12-23,1,38.58
6182,92,767,3,2023-08-26,1,61.57
6183,18,837,5,2023-01-12,1,53.89
6184,39,328,2,2024-06-06,4,363.88
6185,26,237,1,2024-12-18,1,59.89
6186,13,148,5,2023-10-09,2,100.46
6187,55,244,2,2024-07-11,2,194.58
6188,10,219,5,2024-03-03,1,98.55
6189,3,67,5,2024-05-05,1,59.07
6190,58,893,1,2023-04-22,1,102.1
6191,31,371,2,2023-09-16,1,53.45
6192,55,355,2,2024-02-01,1,97.29
6193,44,257,2,2024-11-29,2,168.7
6194,12,254,5,2023-03-10,3,229.38
6195,98,230,3,2023-09-19,1,31.45
6196,48,433,3,2023-06-24,1,83.19
6197,91,321,5,2024-08-26,1,81.85
6198,43,985,2,2024-03-31,2,32.9
6199,79,914,4,2024-01-21,1,76.57
6200,60,620,2,2024-02-11,1,62.36
6201,47,686,3,2023-05-09,1,70.27
6202,85,855,1,2023-09-11,1,70.1
6203,93,372,4,2023-03-11,3,302.73
6204,93,88,5,2023-04-03,1,100.91
6205,16,432,3,2024-11-22,1,55.58
6206,51,3,5,2023-11-23,3,58.86
6207,82,891,2,2023-02-23,1,55.78
6208,38,537,2,2023-01-13,1,138.92
6209,8,746,3,2024-02-01,1,43.0
6210,90,501,5,2024-05-11,1,72.41
6211,18,182,2,2023-04-25,1,53.89
6212,8,758,5,2023-09-14,1,43.0
6213,96,241,5,2024-05-03,1,95.83
6214,20,222,4,2024-08-20,1,78.71
6215,87,442,2,2023-10-12,2,157.88
6216,29,623,3,2023-11-12,2,132.98
6217,14,536,2,2024-10-01,1,92.29
6218,72,609,5,2023-11-23,1,77.61
6219,85,927,1,2024-02-22,1,70.1
6220,35,321,5,2024-06-05,1,50.16
6221,32,443,5,2024-10-12,2,139.5
6222,73,907,5,2024-03-24,1,35.61
6223,58,871,4,2023-01-07,1,102.1
6224,70,861,4,2023-11-09,1,106.18
6225,91,202,2,2023-07-08,1,81.85
6226,66,895,3,2023-06-17,1,47.46
6227,40,755,3,2024-09-19,1,39.15
6228,36,81,2,2023-11-11,5,299.4
6229,76,174,5,2023-01-30,2,160.44
6230,92,795,2,2023-11-03,1,61.57
6231,60,728,1,2023-03-11,1,62.36
6232,88,213,4,2023-11-26,2,118.46
6233,71,657,5,2024-11-13,1,73.15
6234,44,256,5,2023-08-03,1,84.35
6235,33,203,2,2023-04-20,1,68.43
6236,43,379,1,2024-04-20,2,32.9
6237,42,497,4,2023-02-05,1,67.93
6238,96,220,2,2024-03-01,1,95.83
6239,25,291,2,2023-10-10,2,89.52
6240,25,167,2,2023-06-22,2,89.52
6241,15,330,2,2024-04-20,2,78.96
6242,19,428,4,2024-09-07,1,45.74
6243,13,171,5,2024-10-31,1,50.23
6244,18,117,1,2023-06-30,2,107.78
6245,28,687,4,2024-12-19,2,129.62
6246,98,209,5,2024-01-07,1,31.45
6247,90,309,5,2024-05-11,1,72.41
6248,86,958,1,2023-03-26,2,79.82
6249,32,182,2,2024-06-01,1,69.75
6250,54,674,4,2024-04-19,1,22.78
6251,52,508,4,2024-05-31,1,106.68
6252,2,104,2,2023-01-29,1,39.06
6253,81,990,5,2023-01-02,1,34.26
6254,36,345,3,2024-02-16,1,59.88
6255,19,837,5,2024-01-18,1,45.74
6256,5,964,5,2023-05-08,1,112.11
6257,1,782,3,2023-05-16,1,18.87
6258,89,313,5,2024-02-04,1,87.28
6259,2,635,1,2024-10-07,2,78.12
6260,89,608,3,2024-03-24,1,87.28
6261,60,170,4,2024-12-26,1,62.36
6262,94,723,5,2023-07-06,2,173.0
6263,68,155,4,2023-05-23,1,53.8
6264,88,849,1,2023-06-03,4,236.92
6265,9,697,5,2023-05-26,2,197.3
6266,47,668,5,2024-04-02,1,70.27
6267,30,549,2,2024-06-01,5,76.45
6268,53,321,5,2023-03-26,1,56.17
6269,56,849,1,2024-03-21,1,85.52
6270,71,397,4,2024-06-24,1,73.15
6271,7,379,1,2023-08-14,1,73.47
6272,49,460,2,2023-02-10,3,317.13
6273,45,517,3,2024-06-25,1,50.07
6274,100,866,1,2024-02-10,1,116.51
6275,70,933,1,2023-09-08,1,106.18
6276,8,85,4,2024-05-24,1,43.0
6277,37,339,3,2024-04-18,1,18.02
6278,52,194,2,2023-11-12,1,106.68
6279,18,600,2,2023-05-14,2,107.78
6280,47,180,4,2023-05-28,1,70.27
6281,55,510,5,2023-12-31,2,194.58
6282,3,886,2,2023-03-24,1,59.07
6283,39,493,2,2023-05-10,2,181.94
6284,61,979,1,2023-04-18,1,38.58
6285,76,259,1,2023-12-14,1,80.22
6286,19,699,5,2024-08-12,1,45.74
6287,78,706,3,2024-09-02,2,196.28
6288,20,614,2,2024-08-20,1,78.71
6289,47,876,4,2023-05-26,4,281.08
6290,28,488,2,2023-03-29,1,64.81
6291,63,798,3,2023-03-01,1,45.44
6292,99,900,3,2023-01-21,1,127.7
6293,36,168,5,2023-07-08,3,179.64
6294,80,290,2,2023-03-26,1,19.16
6295,94,42,3,2024-06-20,2,173.0
6296,29,909,3,2023-08-26,2,132.98
6297,84,283,3,2023-10-11,1,95.87
6298,48,187,4,2024-06-16,1,83.19
6299,40,516,2,2024-08-16,1,39.15
6300,92,480,2,2024-06-19,1,61.57
6301,19,605,4,2024-10-02,2,91.48
6302,92,828,1,2024-02-01,1,61.57
6303,90,782,3,2024-06-27,1,72.41
6304,97,434,2,2024-01-22,2,121.6
6305,85,60,4,2024-02-04,1,70.1
6306,34,963,4,2024-01-28,1,109.05
6307,61,319,3,2023-08-24,1,38.58
6308,55,586,5,2023-11-06,1,97.29
6309,18,248,2,2024-07-21,1,53.89
6310,39,52,3,2023-06-27,2,181.94
6311,16,682,3,2023-12-09,1,55.58
6312,14,893,1,2024-05-18,1,92.29
6313,70,121,5,2024-06-10,1,106.18
6314,86,420,3,2023-07-25,1,39.91
6315,54,484,4,2024-06-13,1,22.78
6316,84,933,1,2024-10-25,3,287.61
6317,20,695,2,2024-05-08,1,78.71
6318,87,625,4,2023-01-06,1,78.94
6319,4,875,1,2023-05-20,1,30.89
6320,33,948,4,2023-03-15,1,68.43
6321,21,291,2,2023-12-29,1,87.92
6322,22,566,5,2024-07-30,1,64.55
6323,44,372,4,2024-05-05,1,84.35
6324,13,48,5,2024-06-05,1,50.23
6325,5,608,3,2024-07-10,1,112.11
6326,94,777,5,2023-01-01,1,86.5
6327,9,810,1,2024-02-10,3,295.95
6328,24,254,5,2023-12-06,1,92.43
6329,31,424,4,2024-08-21,1,53.45
6330,96,377,5,2023-10-29,1,95.83
6331,79,64,5,2024-04-29,1,76.57
6332,57,256,5,2023-08-22,1,69.77
6333,58,641,1,2024-09-24,1,102.1
6334,9,175,1,2023-09-26,1,98.65
6335,27,806,4,2024-07-18,1,28.59
6336,61,710,2,2023-03-09,2,77.16
6337,72,610,5,2023-09-04,1,77.61
6338,38,908,1,2024-10-21,1,138.92
6339,21,930,2,2023-03-24,1,87.92
6340,55,96,1,2023-09-11,1,97.29
6341,80,589,5,2023-12-04,1,19.16
6342,2,970,5,2023-09-09,1,39.06
6343,47,9,3,2024-10-11,1,70.27
6344,6,126,4,2023-01-23,2,89.6
6345,38,337,2,2024-07-10,1,138.92
6346,88,905,3,2023-12-09,1,59.23
6347,4,836,1,2024-04-16,1,30.89
6348,25,44,4,2024-04-17,5,223.8
6349,66,270,5,2023-03-01,1,47.46
6350,24,726,4,2024-02-13,1,92.43
6351,62,383,4,2024-08-07,1,121.82
6352,1,57,1,2024-10-26,1,18.87
6353,66,780,5,2023-12-08,1,47.46
6354,98,106,4,2023-01-27,1,31.45
6355,8,150,3,2024-12-21,3,129.0
6356,30,220,2,2024-07-21,4,61.16
6357,6,391,4,2023-05-13,1,44.8
6358,23,568,2,2023-07-06,1,31.45
6359,55,694,4,2023-06-10,3,291.87
6360,83,770,5,2024-05-06,1,53.01
6361,62,114,1,2023-01-16,1,121.82
6362,19,581,3,2023-05-01,1,45.74
6363,53,806,4,2023-12-26,1,56.17
